17,-2.00,-1.51,2.00,1
17,-1.02,1.62,2.00,1
17,-2.00,-0.71,1.51,1
17,-0.78,-0.93,2.00,1
17,-0.55,-0.53,0.59,1
17,0.09,-0.26,0.41,1
17,1.07,0.08,1.38,1
17,1.24,0.38,1.01,1
17,1.25,0.54,0.56,1
17,1.63,0.68,0.53,1
17,1.14,0.76,0.14,1
17,0.95,0.84,-0.05,1
17,0.96,0.81,0.08,1
17,0.69,0.74,0.11,1
17,0.56,0.76,0.09,1
17,0.61,0.81,0.37,1
17,0.56,0.81,0.27,1
17,0.55,0.80,0.17,1
17,0.67,0.79,0.28,1
17,0.65,0.76,0.25,1
17,0.64,0.77,0.20,1
17,0.66,0.82,0.23,1
17,0.62,0.83,0.22,1
17,0.61,0.79,0.25,1
17,0.63,0.81,0.19,1
17,0.63,0.76,0.28,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
18,0.68,0.78,0.19,1
18,0.67,0.78,0.21,1
18,0.64,0.79,0.15,1
18,0.67,0.79,0.19,1
18,0.65,0.80,0.21,1
18,0.61,0.84,0.17,1
18,0.65,0.81,0.22,1
18,0.68,0.78,0.21,1
18,0.74,0.77,0.21,1
18,0.87,0.72,0.27,1
18,1.26,0.71,0.30,1
18,1.89,0.68,0.47,1
18,2.00,0.69,0.43,1
18,2.00,0.61,0.17,1
18,1.02,0.10,-0.48,1
18,-0.60,-1.28,0.10,1
18,-2.00,-2.00,1.72,1
18,-2.00,-0.58,2.00,1
18,-1.05,2.00,1.37,1
18,-2.00,-0.41,2.00,1
18,-0.78,-0.75,1.81,1
18,-0.35,-0.23,0.22,1
18,0.86,-0.02,0.66,1
18,1.35,0.15,1.02,1
18,1.50,0.59,0.50,1
18,1.35,0.84,0.11,1
18,1.39,0.92,0.31,1
18,1.14,0.85,0.29,1
18,0.93,0.87,0.05,1
18,0.82,0.76,0.16,1
18,0.62,0.59,0.34,1
18,0.65,0.70,0.23,1
18,0.64,0.79,0.26,1
18,0.56,0.79,0.29,1
18,0.66,0.80,0.34,1
18,0.65,0.82,0.28,1
18,0.58,0.81,0.30,1
18,0.63,0.78,0.32,1
18,0.65,0.80,0.30,1
18,0.58,0.82,0.25,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
19,0.72,0.74,0.26,1
19,0.99,0.74,0.20,1
19,1.29,0.72,0.27,1
19,1.76,0.65,0.35,1
19,2.00,0.67,0.41,1
19,1.94,0.61,0.35,1
19,1.29,0.46,-0.04,1
19,-0.07,-0.42,-0.26,1
19,-1.70,-1.60,0.82,1
19,-2.00,-1.91,2.00,1
19,-1.44,1.46,1.72,1
19,-1.81,0.29,1.94,1
19,-1.77,-0.86,2.00,1
19,-0.66,-0.51,1.01,1
19,0.14,0.03,0.49,1
19,0.87,0.08,0.98,1
19,1.64,0.44,0.88,1
19,1.13,0.56,0.36,1
19,1.49,0.85,0.09,1
19,1.22,0.81,0.21,1
19,0.98,0.68,0.15,1
19,0.93,0.67,0.04,1
19,0.83,0.70,0.16,1
19,0.73,0.80,0.13,1
19,0.62,0.80,0.05,1
19,0.62,0.79,0.08,1
19,0.66,0.71,0.10,1
19,0.67,0.68,0.22,1
19,0.64,0.74,0.15,1
19,0.65,0.82,0.08,1
19,0.65,0.80,0.17,1
19,0.61,0.78,0.23,1
19,0.64,0.82,0.10,1
19,0.69,0.82,0.14,1
19,0.67,0.78,0.22,1
19,0.63,0.77,0.17,1
19,0.65,0.79,0.09,1
19,0.64,0.76,0.22,1
19,0.59,0.76,0.17,1
19,0.61,0.79,0.09,1
@@ 1: JAB | 2: HOOK | 3: UPPERCUT | 4: STANCE
20,0.95,0.78,0.14,1
20,1.14,0.67,0.10,1
20,1.83,0.56,0.14,1
20,2.00,0.42,0.58,1
20,2.00,0.24,0.38,1
20,1.28,0.08,-0.33,1
20,-0.73,-0.94,-0.15,1
20,-2.00,-2.00,1.68,1
20,-2.00,-0.37,2.00,1
20,-1.02,2.00,1.32,1
20,-2.00,-0.08,2.00,1
20,-1.05,-0.62,2.00,1
20,-0.32,-0.20,0.96,1
20,1.28,0.13,0.89,1
20,1.78,0.60,0.63,1
20,1.48,0.73,0.03,1
20,1.56,0.60,-0.02,1
20,1.12,0.59,-0.07,1
20,0.94,0.64,0.04,1
20,0.77,0.66,0.15,1
20,0.70,0.73,0.14,1
20,0.59,0.81,-0.09,1
20,0.66,0.75,0.04,1
